"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.378782","40.1177775","40.59237602","48.78103424","59.72160283","80.6535648","101.7174007","121.87517092","123.52230082","131.04040726","126.57801723","134.25514215","147.78601857","135.30723399","151.10305118","160.53269939","175.26524743","166.28089112","160.81513488","200.4881763","","",
"American Samoa","ASM","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","459.33274658","519.56480367","505.84784763","583.79597971","555.83387285","562.68446135","568.5311164","584.5206527","547.7369992","514.3777264","646.46941313","630.72901635","604.52128643","580.75084928","661.41279362","596.97134245","569.82476733","543.25811199","630.27417315","594.02312913","","",
"Australia","AUS","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1548.31808916","1620.79584694","1753.99791767","1827.47826105","1974.03332791","2041.54331468","2158.83819963","2319.05702021","2384.91932151","2594.64291796","2595.67523506","2755.14382018","2691.58271103","2820.14682641","2891.69755398","3005.8867822","3174.66298745","3239.34243576","3354.05931284","3795.17767759","","",
"Austria","AUT","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2008.36678428","2033.93633949","2156.01071178","2248.07327319","2369.41647878","2456.83294291","2616.09217615","2737.00478367","2969.8051356","3053.35026026","3115.27376352","3246.04428976","3461.92849673","3569.08466824","3685.70805241","3771.06166621","3962.90475386","4044.72473901","4281.48612014","4478.38953256","","",
"Azerbaijan","AZE","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.57089593","29.99562048","30.70094884","36.18363621","44.57167463","61.80292832","79.92722393","106.66563893","113.2654828","161.53108519","151.24047606","140.74533432","178.31110168","183.34089193","197.37303719","195.1281592","167.56539086","141.6239015","135.04438148","192.29627814","","",
"Burundi","BDI","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.72124008","9.09345589","8.52019527","7.34047715","13.37965356","11.74109546","14.14881624","15.15825581","9.92125024","13.35737039","13.16357468","23.67175621","18.43785877","11.41759962","21.65457982","20.36400938","15.23892022","15.787358","17.85625361","20.62686797","","",
"Belgium","BEL","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1659.16580872","1772.19262285","1861.20196963","2103.08890165","2246.53851083","2295.75904381","2405.46482505","2499.56416624","2765.12671274","2987.01326501","3117.96402714","3249.1418704","3411.11326659","3517.34750112","3642.21128309","3670.04738901","4050.67550269","4214.31054027","4366.02760283","4489.06813027","","",
"Benin","BEN","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.20209477","17.03864644","13.75112553","12.87536295","14.74763114","14.01586586","15.36245543","13.45935385","13.21645015","17.58955851","17.12631411","19.23263826","18.65682176","20.41317617","16.30141783","16.9009011","17.27494906","24.79471854","15.89370181","18.57121843","","",
"Burkina Faso","BFA","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.86254519","9.48457797","10.63734978","10.51218783","18.9944447","14.86467426","18.48087566","19.18677596","19.08223745","23.16758933","19.62211187","21.35845166","17.23852545","27.1378216","27.5312728","24.95205616","45.23747897","53.6138781","45.7245051","51.18297342","","",
"Bangladesh","BGD","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.10709118","6.45330529","8.1845003","8.81238486","9.33517778","9.46288737","10.90796378","12.08639067","11.71510396","12.04055926","13.75066495","15.14087889","16.52605407","16.46419214","17.02690223","16.54580768","15.63088374","16.89396196","19.37398058","22.96312375","","",
"Bulgaria","BGR","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222.47182078","263.14032122","325.86490204","366.13529081","375.12000293","420.7932392","412.4115562","437.86008572","497.67234437","502.10660536","584.61639687","603.78776937","623.4994465","670.76296923","785.88193717","757.3114194","822.26668637","883.22600184","996.76852501","1063.33012594","","",
"Bahrain","BHR","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","992.0682686","1060.98736737","1078.42570585","1067.24825347","997.0290627","974.831583","975.50672197","1028.84180657","1038.41368106","1205.50763019","1134.2262365","1059.79950065","1359.89920936","1446.16989401","1465.24668767","1474.73966913","1335.28186866","1311.91029374","1154.46296387","1113.38633968","","",
"Bahamas, The","BHS","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417.38982076","448.4250527","443.48054843","472.77557357","475.9666636","490.71946651","530.92876876","589.47166893","667.24163688","713.15920926","728.34219413","740.19738996","745.34855033","813.15723975","830.33829415","774.89107066","934.05998509","1327.7839364","1123.14198971","1157.53809219","","",
"Bosnia and Herzegovina","BIH","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187.40632403","207.0005772","229.77866394","298.92022426","306.84772736","311.92586411","358.88560833","419.24230245","476.93357409","554.18643758","573.88908172","619.15753298","670.52208333","724.7083418","761.96864207","777.37681779","857.23445727","864.80586215","955.90544943","1014.90624179","","",
"Belarus","BLR","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","252.64341476","278.4193348","286.52963688","338.15019823","390.72873764","455.6981105","457.27965291","513.10318639","503.90672964","492.83628433","595.23082158","514.06557497","625.46750185","679.26110766","642.25761107","668.67224427","747.63646341","731.34900041","756.93263997","843.60182876","","",
"Belize","BLZ","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.93517073","137.35894245","146.77856271","150.85552026","154.54716451","165.67785746","189.61219116","234.24923045","283.19328975","275.96789343","285.65693626","287.20076602","261.32908265","272.09296832","279.88074728","292.28168126","303.54182613","282.12712309","292.85251344","311.41517574","","",
"Bermuda","BMU","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.60266476","91.61401525","93.17755966","101.31323913","97.95840069","112.52659579","113.19983265","126.99926542","131.54017289","157.4881308","157.97430701","164.93346078","177.43370273","216.1293743","260.56724806","307.2164186","332.19843201","374.65116566","428.75576305","449.32617424","","",
"Brazil","BRA","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","314.42271547","325.32943381","352.71262207","341.6111096","362.13205635","367.60832728","412.29458223","437.31820769","466.53496242","491.94191288","511.49688226","521.24031588","504.74780005","553.57740357","581.40823319","568.21577987","562.89566385","574.1792955","591.21571829","610.22141854","","",
"Barbados","BRB","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","351.261157","371.89185626","404.24827124","502.50017802","602.64920761","573.63044982","596.29307055","554.7225962","615.95827228","639.08238353","583.94873541","545.52156205","658.9257226","583.71557382","498.58424012","496.39744423","502.61509563","474.19625265","471.81474232","461.26842532","","",
"Brunei Darussalam","BRN","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1578.78687964","1604.51006958","1660.11036125","1740.44033777","1734.09027428","1557.60625162","1438.22511013","1519.97342105","1495.64311493","1878.93628885","1677.83749852","1432.07683302","1488.83064278","1440.91241564","1443.54884407","1418.67383259","1363.14441116","1309.83066945","1420.09576509","1321.34020894","","",
"Bhutan","BTN","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.40476947","97.16887904","99.94808257","94.41802952","107.96718826","100.74299487","102.48673431","128.69480522","124.81759617","148.21206787","158.23674605","166.25332937","186.41381","196.40741935","200.46639479","252.59394338","260.99900724","264.90385955","292.91968949","317.91228464","","",
"Botswana","BWA","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280.63579898","307.91135656","348.97088907","350.51621325","343.07846356","304.95844361","320.67649342","386.37252789","487.38565724","415.61722444","476.00097904","505.674309","538.37610848","585.24068559","619.21824905","603.23216603","638.46293376","800.80676826","847.00938537","881.14838093","","",
"Central African Republic","CAF","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.97661202","10.31038487","10.32693861","11.01770524","11.11135971","8.15489316","10.19615929","10.93248466","7.39131309","6.79715026","5.60867541","4.20963201","6.86162423","7.25878766","5.12213244","3.58761502","5.102469","6.65269069","6.75231648","8.29152018","","",
"Canada","CAN","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770.00761196","1905.79734004","1998.05537872","2141.5124588","2255.10444111","2403.17603816","2474.44186746","2596.5709424","2698.33859912","2915.10837151","2986.7825212","3025.21858835","3111.40566761","3239.85818329","3287.76980108","3355.85458108","3541.25456782","3635.53271627","3808.62359431","3873.7014885","","",
"Central Europe and the Baltics","CEB","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","416.441362917873","465.240017296866","524.618296933082","579.564782669403","608.953183608996","657.561458829533","712.278179190477","785.032203032722","912.955035622484","975.691573094187","1022.48927234277","1031.31034730365","1057.55546899938","1149.40329159158","1187.78903738561","1216.86117703035","1310.65002701251","1403.68386003842","1558.80210337885","1698.24652158886","","",
"Switzerland","CHE","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","960.44927804","1076.21916299","1204.14763184","1236.13394974","1272.17926463","1300.62144831","1359.6842073","1479.06221076","1632.58861736","1737.8103456","1775.20650186","1924.07241071","2083.61130805","2147.8730308","2197.50266856","2324.83441899","2398.62377396","2521.21655604","2637.39215534","2739.74038937","","",
"Channel Islands","CHI","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","240.58000654","259.32990425","281.86524527","304.07953421","321.73330382","330.41247754","393.13632954","442.12142443","484.1312717","545.92218426","579.59398512","649.6198116","723.84637716","796.00884821","849.23201162","904.91872643","991.35468402","1118.43274915","1151.5496419","1234.30864605","","",
"China","CHN","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.1727412","30.50154642","38.39510023","48.24578384","56.12902906","67.85374697","79.36102957","95.78034721","128.23294132","174.1473617","196.85223124","232.80460148","278.29375585","314.56615117","343.0463129","377.71453971","382.64325264","400.32254829","442.41382048","492.72263171","","",
"Cote d'Ivoire","CIV","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.58954917","16.13066929","16.79454921","15.67553955","17.3353492","16.82200235","18.15243168","19.57170779","20.51938467","23.1079238","20.48728734","19.48706331","27.08223078","28.45554995","33.61626383","37.4306337","40.69500822","45.86212594","46.74213339","52.21546022","","",
"Cameroon","CMR","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.09298042","16.6072743","19.79497682","20.2590603","17.51093833","16.70451365","17.10179975","15.57562236","15.13790114","12.62157122","11.45559075","16.57247446","18.93823036","15.03525383","19.5364921","12.35453427","12.90696257","5.1754399","7.76820504","4.57035808","","",
"Congo, Dem. Rep.","COD","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.27739635","0.46298194","0.46078479","1.0577169","0.91128073","1.13142995","1.23386147","1.40051275","1.75955845","1.88478467","2.52207604","2.36865768","3.56618006","3.75562688","4.68056274","5.99414778","5.31198332","4.38260495","5.57628145","6.42429765","","",
"Congo, Rep.","COG","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.62331357","36.64316675","17.17751908","19.88849274","17.69550125","18.8551332","26.05741828","25.51799599","50.08333371","30.63473648","44.31741019","35.35626639","51.88604067","56.84523244","56.16471944","51.91089869","45.98668014","40.98497768","27.12868764","30.71125187","","",
"Colombia","COL","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278.5327315","302.53086523","303.83604015","324.20960307","329.92380776","359.13016838","408.53976122","444.13820032","478.25657858","535.05596189","542.63257486","572.56799245","560.78108202","617.70768075","666.50641264","699.87767223","731.57608424","773.04303752","811.81151804","865.70310526","","",
"Comoros","COM","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.51427684","9.54088681","17.80150043","16.12607774","15.02955887","13.89951305","13.14016227","11.80032376","9.38282971","8.21939298","8.12042158","22.35914683","19.97494171","17.39514223","15.07606282","12.63016012","16.43861284","20.49342112","24.04973813","27.09947307","","",
"Cabo Verde","CPV","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.65005041","110.06958515","115.578357","115.23467771","122.8262658","128.03527237","140.90988663","158.28076938","140.06504986","155.88395839","161.15410868","170.95170187","178.92830339","177.02307567","174.94417364","190.27952253","194.76802871","217.96828858","225.64927248","243.11555121","","",
"Costa Rica","CRI","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","335.45704714","346.88636633","387.65365173","408.29489932","407.95339951","419.59503057","491.97182866","544.83817441","627.79530183","680.7493352","746.61093664","772.26257458","788.18227199","818.49193727","874.53068221","943.38245708","1027.90702784","1058.36492179","1107.78586185","1186.81943276","","",
"Caribbean small states","CSS","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.732910236703","201.288798493495","233.677061058776","231.179538045101","260.52845640686","279.003422814051","284.874585539268","324.960701003782","336.088253944618","388.848917651423","386.635102149672","390.879577882315","383.73294796288","412.476411723879","418.962627442413","470.745449693008","502.271249173691","563.152388071206","567.17266250318","594.428424781181","","",
"Cuba","CUB","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","458.5859294","519.09151173","572.63689139","602.03251949","599.0056552","907.5968607","1105.39814323","1660.47963315","1796.62789325","2012.60986177","1853.29168815","1931.53649053","1637.10587759","1952.67213653","2442.62787174","2872.8356478","2234.47658707","2251.86811846","2239.78473857","2320.94786826","","",
"Curacao","CUW","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466.72172378","513.77308957","590.47562761","604.67062857","582.62641579","630.5392083","708.00811682","768.66891489","883.24565131","945.39231297","1009.84596219","1031.94337277","960.26375406","956.68563215","883.4737174","908.53253386","1002.28626365","1059.25945693","1214.46544261","1689.85932244","","",
"Czechia","CZE","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","819.55214835","902.46777241","992.64509745","1114.11653408","1163.76638634","1195.50037401","1261.036175","1322.35359747","1440.01416908","1672.0610697","1596.62953455","1683.05774086","1706.48171094","1984.6521058","2041.27876834","2007.58232885","2102.91127052","2277.73247254","2645.62712561","2833.72104218","","",
"Germany","DEU","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2105.44779031","2203.4747882","2313.85145297","2405.77604519","2410.39302008","2480.08946884","2611.02719362","2736.73826301","2913.6448973","3128.60873897","3273.12090053","3460.06342048","3554.64514898","3787.76461837","4001.6848932","4122.76736189","4400.7641615","4685.21513043","5041.90000264","5237.68408444","","",
"Djibouti","DJI","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.00100634","30.72084145","32.4940142","39.25885364","39.02610504","39.70158928","52.20534557","55.8332416","62.70814763","65.86002473","66.66671389","82.94140352","74.81227802","74.17314554","75.70305789","77.92932335","62.40774082","56.22356234","60.06815927","55.8884566","","",
"Dominica","DMA","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","218.8727524","171.15657073","159.68613954","191.06824802","191.6806536","215.40750257","223.77130712","228.29614795","258.44283107","263.0768081","296.39768061","321.4177598","346.10174922","332.84479346","350.45733426","362.35023671","398.02733881","427.47515758","488.63178061","435.35236996","","",
"Denmark","DNK","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1934.5383111","2078.87598671","2237.81820082","2303.24442449","2479.94763062","2603.6439745","2872.31831728","3049.11408","3309.46499224","3646.40093603","3738.82853364","3776.24013976","3861.07435833","4012.82146974","4113.96450497","4240.31832072","4451.68785158","4682.89375264","4864.54513684","5010.25628717","","",
"Dominican Republic","DOM","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.55327987","116.65174856","120.32092676","82.31570241","84.60335069","114.31322429","127.66988686","170.14197841","222.50972532","245.58448873","287.1283318","323.45895314","328.89526258","346.77552609","331.60493341","349.05892911","429.27391916","448.87674772","460.84387209","511.8420305","","",
"Algeria","DZA","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.07861571","256.71512437","260.96575814","276.71244802","267.82745359","255.67743367","270.49491989","328.32019535","382.47594812","483.31790138","465.61134944","502.18516017","582.17243862","559.91471606","613.04460717","590.80915277","519.89179164","486.09414179","483.97236633","487.79007158","","",
"East Asia & Pacific (excluding high income)","EAP","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.9382551942917","37.2888239441364","44.1745742125414","53.5008379259083","60.1299282460783","69.57243532851","81.8220840981382","97.6143427240549","121.192875036945","154.430432868203","168.386651075163","195.402642882424","231.565385555488","259.376504231694","283.237461562102","310.092673668092","318.908818631961","333.262521794994","365.753315065919","405.649230518389","","",
"Early-demographic dividend","EAR","Domestic general government health expenditure per capita, PPP (current international $)","SH.XPD.GHED.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.1288041351391","84.1331471644921","82.7493196732445","87.4738125048066","90.2128007299657","95.0216078008209","109.197889720658","118.275766868321","120.737480790905","139.028628138394","137.762532777337","149.734441608627","158.019007248731","164.283149324299","177.626310261184","187.094988908958","190.688942709205","206.074378148392","202.940337759965","207.516272593416","","",
