"DEMO_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"NY_GDP_MKTP_CN","GDP (current LCU)","FIN","Finland","2021","2021",252934000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","FRA","France","2016","2016",2234129000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","FRA","France","2017","2017",2297242000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","FRA","France","2018","2018",2363306000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","FRA","France","2019","2019",2437635000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","FRA","France","2020","2020",2302860000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","FRA","France","2021","2021",2483616000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DEU","Germany","2016","2016",3134740000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DEU","Germany","2017","2017",3267160000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DEU","Germany","2018","2018",3367860000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DEU","Germany","2019","2019",3473350000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DEU","Germany","2020","2020",3367560000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DEU","Germany","2021","2021",3570620000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","GRC","Greece","2016","2016",174494176000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","GRC","Greece","2017","2017",176903369000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","GRC","Greece","2018","2018",179557676000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","GRC","Greece","2019","2019",183250401000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","GRC","Greece","2020","2020",165326427000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","GRC","Greece","2021","2021",182830151000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","HUN","Hungary","2016","2016",36214066000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","HUN","Hungary","2017","2017",39281357000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","HUN","Hungary","2018","2018",43392436000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","HUN","Hungary","2019","2019",47530610000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","HUN","Hungary","2020","2020",48276363000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","HUN","Hungary","2021","2021",55256668000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ISL","Iceland","2016","2016",2512054819000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ISL","Iceland","2017","2017",2641959405000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ISL","Iceland","2018","2018",2844727636000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ISL","Iceland","2019","2019",3047727355000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ISL","Iceland","2020","2020",2941098988000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ISL","Iceland","2021","2021",3233001000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","IRL","Ireland","2016","2016",270058101000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","IRL","Ireland","2017","2017",296925218000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","IRL","Ireland","2018","2018",326042797000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","IRL","Ireland","2019","2019",356526263000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","IRL","Ireland","2020","2020",372868501000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","IRL","Ireland","2021","2021",421529200000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ITA","Italy","2016","2016",1695786800000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ITA","Italy","2017","2017",1736592800000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ITA","Italy","2018","2018",1771391200000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ITA","Italy","2019","2019",1796633800000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ITA","Italy","2020","2020",1656960700000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ITA","Italy","2021","2021",1775436400000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","JPN","Japan","2016","2016",544364600000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","JPN","Japan","2017","2017",553073000000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","JPN","Japan","2018","2018",556293800000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","JPN","Japan","2019","2019",558491200000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","JPN","Japan","2020","2020",538155400000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","JPN","Japan","2021","2021",541903400000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","KOR","Republic of Korea","2016","2016",1740779600000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","KOR","Republic of Korea","2017","2017",1835698200000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","KOR","Republic of Korea","2018","2018",1898192600000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","KOR","Republic of Korea","2019","2019",1924498100000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","KOR","Republic of Korea","2020","2020",1933152400000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","KOR","Republic of Korea","2021","2021",2057447800000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","LUX","Luxembourg","2016","2016",56208068000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","LUX","Luxembourg","2017","2017",58168784000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","LUX","Luxembourg","2018","2018",60362206000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","LUX","Luxembourg","2019","2019",62704166000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","LUX","Luxembourg","2020","2020",64221137000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","LUX","Luxembourg","2021","2021",73313476000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","MEX","Mexico","2016","2016",20129057371000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","MEX","Mexico","2017","2017",21934167572000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","MEX","Mexico","2018","2018",23524390183000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","MEX","Mexico","2019","2019",24453296226000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","MEX","Mexico","2020","2020",23357377840000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","MEX","Mexico","2021","2021",26212980842000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NLD","Netherlands","2016","2016",708337000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NLD","Netherlands","2017","2017",738146000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NLD","Netherlands","2018","2018",773987000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NLD","Netherlands","2019","2019",813055000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NLD","Netherlands","2020","2020",800095000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NLD","Netherlands","2021","2021",860719000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NZL","New Zealand","2016","2016",271271000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NZL","New Zealand","2017","2017",290804000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NZL","New Zealand","2018","2018",306327000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NZL","New Zealand","2019","2019",323967000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NZL","New Zealand","2020","2020",326507000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NZL","New Zealand","2021","2021",353438000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NOR","Norway","2016","2016",3098148000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NOR","Norway","2017","2017",3295382000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NOR","Norway","2018","2018",3553900000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NOR","Norway","2019","2019",3563484000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NOR","Norway","2020","2020",3410399000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","NOR","Norway","2021","2021",4144134000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","POL","Poland","2016","2016",1863487000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","POL","Poland","2017","2017",1989835000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","POL","Poland","2018","2018",2121555000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","POL","Poland","2019","2019",2293199000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","POL","Poland","2020","2020",2326656000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","POL","Poland","2021","2021",2603107000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","PRT","Portugal","2016","2016",186489811000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","PRT","Portugal","2017","2017",195947210000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","PRT","Portugal","2018","2018",205184124000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","PRT","Portugal","2019","2019",214374620000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","PRT","Portugal","2020","2020",200087571000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","PRT","Portugal","2021","2021",211277541000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","SVK","Slovakia","2016","2016",81014252000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","SVK","Slovakia","2017","2017",84442865000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","SVK","Slovakia","2018","2018",89430026000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","SVK","Slovakia","2019","2019",94048033000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","SVK","Slovakia","2020","2020",92079253000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","SVK","Slovakia","2021","2021",97122509000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AFG","Afghanistan","2016","2016",1222916881100,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AFG","Afghanistan","2017","2017",1285460326500,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AFG","Afghanistan","2018","2018",1327690394700,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AFG","Afghanistan","2019","2019",1469596303300,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AFG","Afghanistan","2020","2020",1547289027600,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ALB","Albania","2016","2016",1472479000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ALB","Albania","2017","2017",1550645000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ALB","Albania","2018","2018",1636731000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ALB","Albania","2019","2019",1691903429800,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ALB","Albania","2020","2020",1644077270300,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ALB","Albania","2021","2021",1890279703100,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DZA","Algeria","2016","2016",17514635000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DZA","Algeria","2017","2017",18876176000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DZA","Algeria","2018","2018",20393524000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DZA","Algeria","2019","2019",20501058000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DZA","Algeria","2020","2020",18383800000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","DZA","Algeria","2021","2021",22688542249000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AND","Andorra","2016","2016",2616860000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AND","Andorra","2017","2017",2655760000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AND","Andorra","2018","2018",2725270000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AND","Andorra","2019","2019",2818420000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AND","Andorra","2020","2020",2531090000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AND","Andorra","2021","2021",2815420000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AGO","Angola","2016","2016",16549565000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AGO","Angola","2017","2017",20262296000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AGO","Angola","2018","2018",25627742000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AGO","Angola","2019","2019",30330429000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AGO","Angola","2020","2020",33832000000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AGO","Angola","2021","2021",49190083491800,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AIA","Anguilla","2016","2016",860630000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AIA","Anguilla","2017","2017",758850000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AIA","Anguilla","2018","2018",870630000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AIA","Anguilla","2019","2019",1017170000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AIA","Anguilla","2020","2020",697790000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ATG","Antigua and Barbuda","2016","2016",3878780000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ATG","Antigua and Barbuda","2017","2017",3963540000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ATG","Antigua and Barbuda","2018","2018",4336050000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ATG","Antigua and Barbuda","2019","2019",4556340000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ATG","Antigua and Barbuda","2020","2020",3699760000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ATG","Antigua and Barbuda","2021","2021",3972040000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARG","Argentina","2016","2016",8228159556500,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARG","Argentina","2017","2017",10660228494800,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARG","Argentina","2018","2018",14744810677300,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARG","Argentina","2019","2019",21802256302000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARG","Argentina","2020","2020",27481439972800,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARG","Argentina","2021","2021",46687235680300,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARM","Armenia","2016","2016",5067293500000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARM","Armenia","2017","2017",5564493300000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARM","Armenia","2018","2018",6017035200000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARM","Armenia","2019","2019",6543321800000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARM","Armenia","2020","2020",6181664100000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ARM","Armenia","2021","2021",6982848600000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ABW","Aruba","2016","2016",5341000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ABW","Aruba","2017","2017",5535000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ABW","Aruba","2018","2018",5732000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ABW","Aruba","2019","2019",5925000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","ABW","Aruba","2020","2020",4469000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AZE","Azerbaijan","2016","2016",60425200000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AZE","Azerbaijan","2017","2017",70337800000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AZE","Azerbaijan","2018","2018",80092000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AZE","Azerbaijan","2019","2019",81896200000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AZE","Azerbaijan","2020","2020",72578100000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","AZE","Azerbaijan","2021","2021",92857700000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHS","Bahamas","2016","2016",11834600000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHS","Bahamas","2017","2017",12357600000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHS","Bahamas","2018","2018",12755800000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHS","Bahamas","2019","2019",13192800000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHS","Bahamas","2020","2020",9699500000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHS","Bahamas","2021","2021",11208600000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHR","Bahrain","2016","2016",12120350000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHR","Bahrain","2017","2017",13338140000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHR","Bahrain","2018","2018",14213554000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHR","Bahrain","2019","2019",14533647600,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHR","Bahrain","2020","2020",13055982400,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BHR","Bahrain","2021","2021",14614617300,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BGD","Bangladesh","2016","2016",20758211000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BGD","Bangladesh","2017","2017",23243072000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BGD","Bangladesh","2018","2018",26392481000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BGD","Bangladesh","2019","2019",29514285000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BGD","Bangladesh","2020","2020",31704695000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BGD","Bangladesh","2021","2021",35301848000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRB","Barbados","2016","2016",9665623511,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRB","Barbados","2017","2017",9963177800,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRB","Barbados","2018","2018",10194566426,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRB","Barbados","2019","2019",10608328647,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRB","Barbados","2020","2020",9379069924,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRB","Barbados","2021","2021",9801600000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BLZ","Belize","2016","2016",3593857873,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BLZ","Belize","2017","2017",3689813385,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BLZ","Belize","2018","2018",3774930437,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BLZ","Belize","2019","2019",3890500471,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BLZ","Belize","2020","2020",3171263341,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BLZ","Belize","2021","2021",3579846528,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BEN","Benin","2016","2016",7005230000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BEN","Benin","2017","2017",7375302197900,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BEN","Benin","2018","2018",7922004056100,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BEN","Benin","2019","2019",8432247506700,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BEN","Benin","2020","2020",9008810371200,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BEN","Benin","2021","2021",9862683443022,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BMU","Bermuda","2016","2016",6899911000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BMU","Bermuda","2017","2017",7142316000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BMU","Bermuda","2018","2018",7225977000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BMU","Bermuda","2019","2019",7423465000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BMU","Bermuda","2020","2020",6881662000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BMU","Bermuda","2021","2021",7080900000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BTN","Bhutan","2016","2016",145072779900,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BTN","Bhutan","2017","2017",159571684700,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BTN","Bhutan","2018","2018",167339970000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BTN","Bhutan","2019","2019",178561731500,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BTN","Bhutan","2020","2020",171572903900,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BOL","Bolivia (Plurinational State of)","2016","2016",234533182000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BOL","Bolivia (Plurinational State of)","2017","2017",259184717400,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BOL","Bolivia (Plurinational State of)","2018","2018",278387647200,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BOL","Bolivia (Plurinational State of)","2019","2019",282586680900,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BOL","Bolivia (Plurinational State of)","2020","2020",253112220700,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BOL","Bolivia (Plurinational State of)","2021","2021",279220720900,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BIH","Bosnia and Herzegovina","2016","2016",29904460465,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BIH","Bosnia and Herzegovina","2017","2017",31376237139,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BIH","Bosnia and Herzegovina","2018","2018",33444077481,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BIH","Bosnia and Herzegovina","2019","2019",35295752039,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BIH","Bosnia and Herzegovina","2020","2020",34254959000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BIH","Bosnia and Herzegovina","2021","2021",37324393000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BWA","Botswana","2016","2016",164418200000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BWA","Botswana","2017","2017",166473500000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BWA","Botswana","2018","2018",172525300000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BWA","Botswana","2019","2019",179579700000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BWA","Botswana","2020","2020",171041900000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BWA","Botswana","2021","2021",195290000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRA","Brazil","2016","2016",6269328000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRA","Brazil","2017","2017",6585479000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRA","Brazil","2018","2018",7004141000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRA","Brazil","2019","2019",7389131000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRA","Brazil","2020","2020",7467616389375,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRA","Brazil","2021","2021",8679489568001,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRN","Brunei Darussalam","2016","2016",15748000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRN","Brunei Darussalam","2017","2017",16747700000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRN","Brunei Darussalam","2018","2018",18301000000,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRN","Brunei Darussalam","2019","2019",18374986800,,
"NY_GDP_MKTP_CN","GDP (current LCU)","BRN","Brunei Darussalam","2020","2020",16564437814,,
